host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
NRS113,CFBRSa26,SAMN03859752,SAMN09847823,10,5,False,0.42364402317008953
NRS113,CFBRSa48,SAMN03859752,SAMN09847824,10,5,False,0.4362050163576881
NRS113,CFBREBSa105,SAMN03859752,SAMN09847825,10,5,False,0.42742582197273454
NRS113,CFBREBSa108,SAMN03859752,SAMN09847826,10,5,False,0.4241379310344828
NRS113,CFBREBSa110,SAMN03859752,SAMN09847827,10,5,False,0.42398514194746617
NRS113,CFBREBSa112,SAMN03859752,SAMN09847828,10,5,False,0.42387267904509285
NRS113,CFBREBSa114,SAMN03859752,SAMN09847829,10,5,False,0.42436305732484075
NRS113,CFBRSa47,SAMN03859752,SAMN09847830,10,5,False,0.42402545743834524
NRS113,CFBRSa49,SAMN03859752,SAMN09847831,10,8,False,0.41952983725135623
NRS113,CFBRSa03,SAMN03859752,SAMN09847832,10,5,False,0.43896457765667574
NRS113,CFBRSa50,SAMN03859752,SAMN09847833,10,5,False,0.43014508328855455
NRS113,CFBRSa25,SAMN03859752,SAMN09847834,10,5,False,0.4213291305489887
NRS113,CFBRSa30,SAMN03859752,SAMN09847835,10,5,False,0.42945444772910507
NRS113,CFBRSa04,SAMN03859752,SAMN09847836,10,5,False,0.428686327077748
NRS113,CFBRSa51,SAMN03859752,SAMN09847837,10,5,False,0.4380482456140351
NRS113,CFBRSa66A,SAMN03859752,SAMN09847838,10,5,False,0.4234639830508475
NRS113,CFBRSa66B,SAMN03859752,SAMN09847839,10,5,False,0.4234639830508475
NRS113,CFBRSa21,SAMN03859752,SAMN09847840,10,5,False,0.4316546762589928
NRS113,CFBRSa05,SAMN03859752,SAMN09847841,10,8,False,0.42895015906680806
NRS113,CFBRSa22,SAMN03859752,SAMN09847842,10,5,False,0.41586973378133885
NRS113,CFBRSa70,SAMN03859752,SAMN09847843,10,5,False,0.4369885433715221
NRS113,CFBRSa06,SAMN03859752,SAMN09847844,10,30,False,0.45655062450172734
NRS113,CFBRSa27,SAMN03859752,SAMN09847845,10,5,False,0.4283418162335923
NRS113,CFBRSa23,SAMN03859752,SAMN09847846,10,5,False,0.43010752688172044
NRS113,CFBRSa74,SAMN03859752,SAMN09847847,10,5,False,0.42025183630640084
NRS113,CFBRSa28,SAMN03859752,SAMN09847848,10,1,False,0.4308226495726496
NRS113,CFBRSa24,SAMN03859752,SAMN09847849,10,5,False,0.42342342342342343
NRS113,CFBRSa07,SAMN03859752,SAMN09847850,10,5,False,0.4250990752972259
NRS113,CFBREBSa116,SAMN03859752,SAMN09847851,10,5,False,0.42138364779874216
NRS113,CFBREBSa117,SAMN03859752,SAMN09847852,10,97,False,0.4362997024614552
NRS113,CFBREBSa118,SAMN03859752,SAMN09847853,10,5,False,0.42378691983122363
NRS113,CFBREBSa119,SAMN03859752,SAMN09847854,10,30,False,0.46096256684491976
NRS113,CFBREBSa121,SAMN03859752,SAMN09847855,10,8,False,0.4245430809399478
NRS113,CFBRSa29,SAMN03859752,SAMN09847856,10,8,False,0.4185508735868448
NRS113,CFBREBSa122,SAMN03859752,SAMN09847857,10,30,False,0.4623453469607316
NRS113,CFBREBSa123,SAMN03859752,SAMN09847858,10,5,False,0.4287245444801715
NRS113,CFBREBSa125,SAMN03859752,SAMN09847859,10,8,False,0.42049561177077954
NRS113,CFBREBSa126,SAMN03859752,SAMN09847860,10,8,False,0.42834437086092714
NRS113,CFBREBSa127,SAMN03859752,SAMN09847861,10,8,False,0.41647480173957535
NRS113,CFBREBSa129,SAMN03859752,SAMN09847862,10,8,False,0.4213526820419798
NRS113,CFBREBSa130,SAMN03859752,SAMN09847863,10,8,False,0.4217898832684825
NRS113,CFBREBSa131,SAMN03859752,SAMN09847864,10,45,False,0.4209143457698371
NRS113,CFBREBSa133,SAMN03859752,SAMN09847865,10,8,False,0.41966364812419144
NRS113,CFBREBSa135,SAMN03859752,SAMN09847866,10,8,False,0.4268292682926829
NRS113,CFBREBSa138,SAMN03859752,SAMN09847867,10,8,False,0.4274768824306473
NRS114,NRS145,SAMN03859753,SAMN03859755,8,8,True,0.9451706608569354
NRS114,NRS148,SAMN03859753,SAMN03859756,8,121,False,0.4591093117408907
NRS114,NRS149,SAMN03859753,SAMN03859757,8,5,False,0.6504914004914005
NRS114,NRS152,SAMN03859753,SAMN03859758,8,8,True,0.8935201401050789
NRS114,NRS157,SAMN03859753,SAMN03859759,8,22,False,0.5250901025783199
NRS114,NRS161,SAMN03859753,SAMN03859760,8,22,False,0.5234353073252876
NRS114,NRS162,SAMN03859753,SAMN03859761,8,30,False,0.42021829521829523
NRS114,NRS164,SAMN03859753,SAMN03859762,8,15,False,0.6712074303405573
NRS114,NRS167,SAMN03859753,SAMN03859763,8,22,False,0.5274570543508871
NRS114,NRS169,SAMN03859753,SAMN03859765,8,45,False,0.4018158236057069
NRS114,NRS170,SAMN03859753,SAMN03859766,8,10,False,0.42808842652795837
NRS114,NRS172,SAMN03859753,SAMN03859767,8,8,True,0.8838487972508591
NRS114,NRS175,SAMN03859753,SAMN03859769,8,72,False,0.6719874804381847
NRS114,NRS177,SAMN03859753,SAMN03859770,8,30,False,0.42091638622831995
NRS114,NRS183,SAMN03859753,SAMN03859774,8,15,False,0.6648182378311769
NRS114,NRS185,SAMN03859753,SAMN03859775,8,121,False,0.4743381955699622
NRS114,NRS187,SAMN03859753,SAMN03859776,8,25,False,0.6437308868501529
NRS114,NRS188,SAMN03859753,SAMN03859777,8,5,False,0.6373929008567931
NRS114,NRS189,SAMN03859753,SAMN03859778,8,30,False,0.4157799117570724
NRS114,NRS198,SAMN03859753,SAMN03859783,8,8,True,0.9224504249291785
NRS114,NRS199,SAMN03859753,SAMN03859784,8,121,False,0.45104712041884815
NRS114,NRS201,SAMN03859753,SAMN03859785,8,8,True,0.8948655256723717
NRS114,NRS202,SAMN03859753,SAMN03859786,8,8,True,0.9059149083362158
NRS114,NRS203,SAMN03859753,SAMN03859787,8,30,False,0.5049342105263158
NRS114,NRS205,SAMN03859753,SAMN03859789,8,121,False,0.45758147050902237
NRS114,NRS207,SAMN03859753,SAMN03859790,8,30,False,0.42566510172143973
NRS114,NRS210,SAMN03859753,SAMN03859792,8,30,False,0.43228890069038767
NRS114,NRS211,SAMN03859753,SAMN03859793,8,8,True,0.900490539593553
NRS114,NRS212,SAMN03859753,SAMN03859794,8,30,False,0.4308792372881356
NRS114,NRS213,SAMN03859753,SAMN03859795,8,30,False,0.4281935995768315
NRS114,NRS214,SAMN03859753,SAMN03859796,8,8,True,0.8854202401372213
NRS114,NRS215,SAMN03859753,SAMN03859797,8,121,False,0.4777838727372463
NRS114,NRS216,SAMN03859753,SAMN03859798,8,30,False,0.4243839169909209
NRS114,NRS217,SAMN03859753,SAMN03859799,8,121,False,0.4754232659748771
NRS114,NRS218,SAMN03859753,SAMN03859800,8,8,True,0.8683141503046716
NRS114,NRS219,SAMN03859753,SAMN03859801,8,30,False,0.4318481413129449
NRS114,NRS220,SAMN03859753,SAMN03859802,8,97,False,0.663206106870229
NRS114,NRS222,SAMN03859753,SAMN03859803,8,30,False,0.42102510460251047
NRS114,NRS224,SAMN03859753,SAMN03859805,8,97,False,0.6621087815253722
NRS114,NRS225,SAMN03859753,SAMN03859806,8,121,False,0.4720616570327553
NRS114,NRS226,SAMN03859753,SAMN03859807,8,1,False,0.6642335766423357
NRS114,NRS227,SAMN03859753,SAMN03859808,8,25,False,0.6229954614220877
NRS114,NRS230,SAMN03859753,SAMN03859809,8,121,False,0.45759672047143224
NRS114,NRS235,SAMN03859753,SAMN03859813,8,22,False,0.529940961484397
NRS114,NRS236,SAMN03859753,SAMN03859814,8,45,False,0.4068640293424155
NRS114,NRS237,SAMN03859753,SAMN03859815,8,121,False,0.46938224979768006
NRS114,NRS239,SAMN03859753,SAMN03859816,8,121,False,0.4712460063897764
NRS114,NRS240,SAMN03859753,SAMN03859817,8,5,False,0.6471652593486128
NRS114,NRS241,SAMN03859753,SAMN03859818,8,59,False,0.4746818304901164
NRS114,NRS242,SAMN03859753,SAMN03859819,8,121,False,0.47252455534908416
NRS114,NRS243,SAMN03859753,SAMN03859820,8,59,False,0.47746014293567896
NRS114,NRS245,SAMN03859753,SAMN03859821,8,59,False,0.46985962014863747
NRS114,NRS248,SAMN03859753,SAMN03859824,8,1,False,0.6675951717734447
NRS114,NRS252,SAMN03859753,SAMN03859826,8,30,False,0.42701409199680934
NRS114,NRS260,SAMN03859753,SAMN03859829,8,25,False,0.6355541909732882
NRS114,NRS262,SAMN03859753,SAMN03859830,8,1,False,0.6345332519829164
NRS114,NRS264,SAMN03859753,SAMN03859831,8,30,False,0.414647137150466
NRS114,NRS266,SAMN03859753,SAMN03859833,8,121,False,0.4690121786197564
NRS114,NRS383,SAMN03859753,SAMN03859838,8,30,False,0.41236068895643363
NRS114,NRS386,SAMN03859753,SAMN03859839,8,72,False,0.6649182351126196
NRS114,NRS387,SAMN03859753,SAMN03859840,8,5,False,0.6573875802997858
NRS114,NRS253,SAMN03859753,SAMN04244164,8,398,False,0.43923470762597683
NRS114,NRS254,SAMN03859753,SAMN04244165,8,8,True,0.8750424448217318
NRS114,NRS255,SAMN03859753,SAMN04244166,8,80,False,0.6491014316174231
NRS114,BCH-SA-01,SAMN03859753,SAMN09847804,8,5,False,0.6424260712130356
NRS114,BCH-SA-02,SAMN03859753,SAMN09847805,8,5,False,0.6458521870286577
NRS114,BCH-SA-03,SAMN03859753,SAMN09847806,8,72,False,0.6627365808253181
NRS114,BCH-SA-04,SAMN03859753,SAMN09847807,8,1,False,0.6869565217391305
NRS114,BCH-SA-05,SAMN03859753,SAMN09847808,8,5,False,0.6480515495550783
NRS114,BCH-SA-06,SAMN03859753,SAMN09847809,8,5,False,0.6555317192767391
NRS114,BCH-SA-07,SAMN03859753,SAMN09847810,8,97,False,0.6753407682775713
NRS114,BCH-SA-08,SAMN03859753,SAMN09847811,8,30,False,0.4213901000256476
NRS114,BCH-SA-09,SAMN03859753,SAMN09847812,8,398,False,0.4342175066312997
NRS114,BCH-SA-10,SAMN03859753,SAMN09847813,8,8,True,0.926308294766821
NRS114,BCH-SA-11,SAMN03859753,SAMN09847814,8,30,False,0.42597873995333163
NRS114,BCH-SA-12,SAMN03859753,SAMN09847815,8,5,False,0.6599000624609619
NRS114,BCH-SA-13,SAMN03859753,SAMN09847816,8,8,True,0.9127563434132777
NRS114,BCH-SA-14,SAMN03859753,SAMN09847817,8,72,False,0.6827435014093329
NRS114,BCH-SA-15,SAMN03859753,SAMN09847818,8,8,True,0.9315602836879433
NRS114,CFBREBSa101,SAMN03859753,SAMN09847819,8,5,False,0.6468468468468469
NRS114,CFBREBSa102,SAMN03859753,SAMN09847820,8,5,False,0.6465465465465465
NRS114,CFBREBSa103,SAMN03859753,SAMN09847821,8,8,True,0.8777481678880746
NRS114,CFBREBSa104,SAMN03859753,SAMN09847822,8,5,False,0.6463524467126989
NRS114,CFBRSa26,SAMN03859753,SAMN09847823,8,5,False,0.6461584633853541
NRS114,CFBRSa48,SAMN03859753,SAMN09847824,8,5,False,0.6664588528678305
NRS114,CFBREBSa105,SAMN03859753,SAMN09847825,8,5,False,0.6413208118751893
NRS114,CFBREBSa108,SAMN03859753,SAMN09847826,8,5,False,0.645619335347432
NRS114,CFBREBSa110,SAMN03859753,SAMN09847827,8,5,False,0.6455122393472348
NRS114,CFBREBSa112,SAMN03859753,SAMN09847828,8,5,False,0.6453172205438067
NRS114,CFBREBSa114,SAMN03859753,SAMN09847829,8,5,False,0.6455122393472348
NRS114,CFBRSa47,SAMN03859753,SAMN09847830,8,5,False,0.6459214501510574
NRS114,CFBRSa49,SAMN03859753,SAMN09847831,8,8,True,0.8962232051718272
NRS114,CFBRSa03,SAMN03859753,SAMN09847832,8,5,False,0.6689504827156649
NRS114,CFBRSa50,SAMN03859753,SAMN09847833,8,5,False,0.6531986531986532
NRS114,CFBRSa25,SAMN03859753,SAMN09847834,8,5,False,0.6375298329355609
NRS114,CFBRSa30,SAMN03859753,SAMN09847835,8,5,False,0.651468788249694
NRS114,CFBRSa04,SAMN03859753,SAMN09847836,8,5,False,0.6545287637698899
NRS114,CFBRSa51,SAMN03859753,SAMN09847837,8,5,False,0.6549580354367424
NRS114,CFBRSa66A,SAMN03859753,SAMN09847838,8,5,False,0.6454435727217863
NRS114,CFBRSa66B,SAMN03859753,SAMN09847839,8,5,False,0.6454435727217863
NRS114,CFBRSa21,SAMN03859753,SAMN09847840,8,5,False,0.6573426573426573
NRS114,CFBRSa05,SAMN03859753,SAMN09847841,8,8,True,0.9301094246381927
NRS114,CFBRSa22,SAMN03859753,SAMN09847842,8,5,False,0.6255119953188999
NRS114,CFBRSa70,SAMN03859753,SAMN09847843,8,5,False,0.6545961002785515
NRS114,CFBRSa06,SAMN03859753,SAMN09847844,8,30,False,0.41594498217014775
NRS114,CFBRSa27,SAMN03859753,SAMN09847845,8,5,False,0.6534229828850856
NRS114,CFBRSa23,SAMN03859753,SAMN09847846,8,5,False,0.6558282208588957
NRS114,CFBRSa74,SAMN03859753,SAMN09847847,8,5,False,0.6374478234943352
NRS114,CFBRSa28,SAMN03859753,SAMN09847848,8,1,False,0.6554980201035638
NRS114,CFBRSa24,SAMN03859753,SAMN09847849,8,5,False,0.6455314009661836
NRS114,CFBRSa07,SAMN03859753,SAMN09847850,8,5,False,0.6442307692307693
NRS114,CFBREBSa116,SAMN03859753,SAMN09847851,8,5,False,0.6365258774538964
NRS114,CFBREBSa117,SAMN03859753,SAMN09847852,8,97,False,0.67381174277726
NRS114,CFBREBSa118,SAMN03859753,SAMN09847853,8,5,False,0.6408028759736369
NRS114,CFBREBSa119,SAMN03859753,SAMN09847854,8,30,False,0.4170288928662746
NRS114,CFBREBSa121,SAMN03859753,SAMN09847855,8,8,True,0.9056473829201102
NRS114,CFBRSa29,SAMN03859753,SAMN09847856,8,8,True,0.8826496301277741
NRS114,CFBREBSa122,SAMN03859753,SAMN09847857,8,30,False,0.4232258064516129
NRS114,CFBREBSa123,SAMN03859753,SAMN09847858,8,5,False,0.6534229828850856
NRS114,CFBREBSa125,SAMN03859753,SAMN09847859,8,8,True,0.8905826558265583
NRS114,CFBREBSa126,SAMN03859753,SAMN09847860,8,8,True,0.9206460674157303
NRS114,CFBREBSa127,SAMN03859753,SAMN09847861,8,8,True,0.8779264214046822
NRS114,CFBREBSa129,SAMN03859753,SAMN09847862,8,8,True,0.8960463531015678
NRS114,CFBREBSa130,SAMN03859753,SAMN09847863,8,8,True,0.8972696245733789
NRS114,CFBREBSa131,SAMN03859753,SAMN09847864,8,45,False,0.39450940518556177
NRS114,CFBREBSa133,SAMN03859753,SAMN09847865,8,8,True,0.8947906026557712
NRS114,CFBREBSa135,SAMN03859753,SAMN09847866,8,8,True,0.9171348314606742
NRS114,CFBREBSa138,SAMN03859753,SAMN09847867,8,8,True,0.907098121085595
NRS145,NRS148,SAMN03859755,SAMN03859756,8,121,False,0.4611834961997828
NRS145,NRS149,SAMN03859755,SAMN03859757,8,5,False,0.6525633106856084
NRS145,NRS152,SAMN03859755,SAMN03859758,8,8,True,0.8914265635980323
NRS145,NRS157,SAMN03859755,SAMN03859759,8,22,False,0.5280334728033472
NRS145,NRS161,SAMN03859755,SAMN03859760,8,22,False,0.5289957567185289
NRS145,NRS162,SAMN03859755,SAMN03859761,8,30,False,0.4194053208137715
NRS145,NRS164,SAMN03859755,SAMN03859762,8,15,False,0.6713308457711443
NRS145,NRS167,SAMN03859755,SAMN03859763,8,22,False,0.5321985815602837
NRS145,NRS169,SAMN03859755,SAMN03859765,8,45,False,0.4023977065415689
NRS145,NRS170,SAMN03859755,SAMN03859766,8,10,False,0.4295424836601307
NRS145,NRS172,SAMN03859755,SAMN03859767,8,8,True,0.8876210235131397
NRS145,NRS175,SAMN03859755,SAMN03859769,8,72,False,0.6779179810725552
NRS145,NRS177,SAMN03859755,SAMN03859770,8,30,False,0.41937159179433914
NRS145,NRS183,SAMN03859755,SAMN03859774,8,15,False,0.6618282890673255
NRS145,NRS185,SAMN03859755,SAMN03859775,8,121,False,0.4760999456816947
NRS145,NRS187,SAMN03859755,SAMN03859776,8,25,False,0.6432299662265889
NRS145,NRS188,SAMN03859755,SAMN03859777,8,5,False,0.6429232192414431
NRS145,NRS189,SAMN03859755,SAMN03859778,8,30,False,0.41421504816454047
NRS145,NRS198,SAMN03859755,SAMN03859783,8,8,True,0.9245283018867925
NRS145,NRS199,SAMN03859755,SAMN03859784,8,121,False,0.4507227332457293
NRS145,NRS201,SAMN03859755,SAMN03859785,8,8,True,0.8947737635917222
NRS145,NRS202,SAMN03859755,SAMN03859786,8,8,True,0.9078581363004172
NRS145,NRS203,SAMN03859755,SAMN03859787,8,30,False,0.5077220077220077
NRS145,NRS205,SAMN03859755,SAMN03859789,8,121,False,0.46003793010024385
NRS145,NRS207,SAMN03859755,SAMN03859790,8,30,False,0.42673656618610745
NRS145,NRS210,SAMN03859755,SAMN03859792,8,30,False,0.427318628753654
NRS145,NRS211,SAMN03859755,SAMN03859793,8,8,True,0.9010911650827174
NRS145,NRS212,SAMN03859755,SAMN03859794,8,30,False,0.4278131634819533
NRS145,NRS213,SAMN03859755,SAMN03859795,8,30,False,0.4262599469496021
NRS145,NRS214,SAMN03859755,SAMN03859796,8,8,True,0.8905008635578584
NRS145,NRS215,SAMN03859755,SAMN03859797,8,121,False,0.4775543927292757
NRS145,NRS216,SAMN03859755,SAMN03859798,8,30,False,0.420997920997921
NRS145,NRS217,SAMN03859755,SAMN03859799,8,121,False,0.4792411328017597
NRS145,NRS218,SAMN03859755,SAMN03859800,8,8,True,0.8649474041398032
NRS145,NRS219,SAMN03859755,SAMN03859801,8,30,False,0.4287978863936592
NRS145,NRS220,SAMN03859755,SAMN03859802,8,97,False,0.6638036809815951
NRS145,NRS222,SAMN03859755,SAMN03859803,8,30,False,0.42058283013914416
NRS145,NRS224,SAMN03859755,SAMN03859805,8,97,False,0.660670731707317
NRS145,NRS225,SAMN03859755,SAMN03859806,8,121,False,0.47506925207756234
NRS145,NRS226,SAMN03859755,SAMN03859807,8,1,False,0.6653422982885085
NRS145,NRS227,SAMN03859755,SAMN03859808,8,25,False,0.6248859142074841
NRS145,NRS230,SAMN03859755,SAMN03859809,8,121,False,0.45618093035209456
NRS145,NRS235,SAMN03859755,SAMN03859813,8,22,False,0.5359977324263039
NRS145,NRS236,SAMN03859755,SAMN03859814,8,45,False,0.40710526315789475
NRS145,NRS237,SAMN03859755,SAMN03859815,8,121,False,0.46991869918699186
NRS145,NRS239,SAMN03859755,SAMN03859816,8,121,False,0.4717838994383525
NRS145,NRS240,SAMN03859755,SAMN03859817,8,5,False,0.6471835251362811
NRS145,NRS241,SAMN03859755,SAMN03859818,8,59,False,0.4748436225183574
NRS145,NRS242,SAMN03859755,SAMN03859819,8,121,False,0.4730666666666667
NRS145,NRS243,SAMN03859755,SAMN03859820,8,59,False,0.47886156396794693
NRS145,NRS245,SAMN03859755,SAMN03859821,8,59,False,0.46878453038674034
NRS145,NRS248,SAMN03859755,SAMN03859824,8,1,False,0.6697790227201992
NRS145,NRS252,SAMN03859755,SAMN03859826,8,30,False,0.4254467858095492
NRS145,NRS260,SAMN03859755,SAMN03859829,8,25,False,0.6365319345880901
NRS145,NRS262,SAMN03859755,SAMN03859830,8,1,False,0.6365030674846626
NRS145,NRS264,SAMN03859755,SAMN03859831,8,30,False,0.41492776886035315
NRS145,NRS266,SAMN03859755,SAMN03859833,8,121,False,0.46914922533297093
NRS145,NRS383,SAMN03859755,SAMN03859838,8,30,False,0.41046482092964187
NRS145,NRS386,SAMN03859755,SAMN03859839,8,72,False,0.6675977653631285
NRS145,NRS387,SAMN03859755,SAMN03859840,8,5,False,0.6528799019607843
NRS145,NRS253,SAMN03859755,SAMN04244164,8,398,False,0.43807463493780424
NRS145,NRS254,SAMN03859755,SAMN04244165,8,8,True,0.88128634964078
NRS145,NRS255,SAMN03859755,SAMN04244166,8,80,False,0.6481198410272088
NRS145,BCH-SA-01,SAMN03859755,SAMN09847804,8,5,False,0.6404358353510896
NRS145,BCH-SA-02,SAMN03859755,SAMN09847805,8,5,False,0.6433756805807622
NRS145,BCH-SA-03,SAMN03859755,SAMN09847806,8,72,False,0.6659381829534811
NRS145,BCH-SA-04,SAMN03859755,SAMN09847807,8,1,False,0.6845219557770165
NRS145,BCH-SA-05,SAMN03859755,SAMN09847808,8,5,False,0.6450322977545371
NRS145,BCH-SA-06,SAMN03859755,SAMN09847809,8,5,False,0.6525345622119816
NRS145,BCH-SA-07,SAMN03859755,SAMN09847810,8,97,False,0.6749611197511665
NRS145,BCH-SA-08,SAMN03859755,SAMN09847811,8,30,False,0.41694480102695763
NRS145,BCH-SA-09,SAMN03859755,SAMN09847812,8,398,False,0.43420351624933406
NRS145,BCH-SA-10,SAMN03859755,SAMN09847813,8,8,True,0.9256611865618298
NRS145,BCH-SA-11,SAMN03859755,SAMN09847814,8,30,False,0.421858774662513
NRS145,BCH-SA-12,SAMN03859755,SAMN09847815,8,5,False,0.656856606136506
NRS145,BCH-SA-13,SAMN03859755,SAMN09847816,8,8,True,0.9134078212290503
NRS145,BCH-SA-14,SAMN03859755,SAMN09847817,8,72,False,0.6855702583490864
NRS145,BCH-SA-15,SAMN03859755,SAMN09847818,8,8,True,0.930936276254895
NRS145,CFBREBSa101,SAMN03859755,SAMN09847819,8,5,False,0.6433945230213662
NRS145,CFBREBSa102,SAMN03859755,SAMN09847820,8,5,False,0.6430935901294011
NRS145,CFBREBSa103,SAMN03859755,SAMN09847821,8,8,True,0.8732065398732065
NRS145,CFBREBSa104,SAMN03859755,SAMN09847822,8,5,False,0.6429001203369434
NRS145,CFBRSa26,SAMN03859755,SAMN09847823,8,5,False,0.6427067669172932
NRS145,CFBRSa48,SAMN03859755,SAMN09847824,8,5,False,0.6634375
NRS145,CFBREBSa105,SAMN03859755,SAMN09847825,8,5,False,0.6383237169754024
NRS145,CFBREBSa108,SAMN03859755,SAMN09847826,8,5,False,0.642640823743186
NRS145,CFBREBSa110,SAMN03859755,SAMN09847827,8,5,False,0.6425325658891246
NRS145,CFBREBSa112,SAMN03859755,SAMN09847828,8,5,False,0.6423379769836463
NRS145,CFBREBSa114,SAMN03859755,SAMN09847829,8,5,False,0.6425325658891246
NRS145,CFBRSa47,SAMN03859755,SAMN09847830,8,5,False,0.6429436705027256
NRS145,CFBRSa49,SAMN03859755,SAMN09847831,8,8,True,0.8903269754768393
NRS145,CFBRSa03,SAMN03859755,SAMN09847832,8,5,False,0.66541822721598
NRS145,CFBRSa50,SAMN03859755,SAMN09847833,8,5,False,0.6537515375153752
NRS145,CFBRSa25,SAMN03859755,SAMN09847834,8,5,False,0.6345693779904307
NRS145,CFBRSa30,SAMN03859755,SAMN09847835,8,5,False,0.6479607482367372
NRS145,CFBRSa04,SAMN03859755,SAMN09847836,8,5,False,0.6515337423312884
NRS145,CFBRSa51,SAMN03859755,SAMN09847837,8,5,False,0.6555277951280449
NRS145,CFBRSa66A,SAMN03859755,SAMN09847838,8,5,False,0.6424682395644283
NRS145,CFBRSa66B,SAMN03859755,SAMN09847839,8,5,False,0.6424682395644283
NRS145,CFBRSa21,SAMN03859755,SAMN09847840,8,5,False,0.6548780487804878
NRS145,CFBRSa05,SAMN03859755,SAMN09847841,8,8,True,0.9213126323218066
NRS145,CFBRSa22,SAMN03859755,SAMN09847842,8,5,False,0.6230566148430625
NRS145,CFBRSa70,SAMN03859755,SAMN09847843,8,5,False,0.6551616915422885
NRS145,CFBRSa06,SAMN03859755,SAMN09847844,8,30,False,0.4176696542893726
NRS145,CFBRSa27,SAMN03859755,SAMN09847845,8,5,False,0.6514408338442673
NRS145,CFBRSa23,SAMN03859755,SAMN09847846,8,5,False,0.6528290282902829
NRS145,CFBRSa74,SAMN03859755,SAMN09847847,8,5,False,0.6349775784753363
NRS145,CFBRSa28,SAMN03859755,SAMN09847848,8,1,False,0.6540342298288508
NRS145,CFBRSa24,SAMN03859755,SAMN09847849,8,5,False,0.6420574886535552
NRS145,CFBRSa07,SAMN03859755,SAMN09847850,8,5,False,0.6447328705101116
NRS145,CFBREBSa116,SAMN03859755,SAMN09847851,8,5,False,0.6330849478390462
NRS145,CFBREBSa117,SAMN03859755,SAMN09847852,8,97,False,0.6734248284466625
NRS145,CFBREBSa118,SAMN03859755,SAMN09847853,8,5,False,0.6373461422996097
NRS145,CFBREBSa119,SAMN03859755,SAMN09847854,8,30,False,0.41512820512820514
NRS145,CFBREBSa121,SAMN03859755,SAMN09847855,8,8,True,0.9042847270214236
NRS145,CFBRSa29,SAMN03859755,SAMN09847856,8,8,True,0.8818764765440432
NRS145,CFBREBSa122,SAMN03859755,SAMN09847857,8,30,False,0.4191214470284238
NRS145,CFBREBSa123,SAMN03859755,SAMN09847858,8,5,False,0.6509347226478701
NRS145,CFBREBSa125,SAMN03859755,SAMN09847859,8,8,True,0.8891910265125765
NRS145,CFBREBSa126,SAMN03859755,SAMN09847860,8,8,True,0.9199859005992246
NRS145,CFBREBSa127,SAMN03859755,SAMN09847861,8,8,True,0.877139979859013
NRS145,CFBREBSa129,SAMN03859755,SAMN09847862,8,8,True,0.8959616700889802
NRS145,CFBREBSa130,SAMN03859755,SAMN09847863,8,8,True,0.8971898560657985
NRS145,CFBREBSa131,SAMN03859755,SAMN09847864,8,45,False,0.3946898136328823
NRS145,CFBREBSa133,SAMN03859755,SAMN09847865,8,8,True,0.8940533151059467
NRS145,CFBREBSa135,SAMN03859755,SAMN09847866,8,8,True,0.9171368124118476
NRS145,CFBREBSa138,SAMN03859755,SAMN09847867,8,8,True,0.907058001397624
NRS148,NRS149,SAMN03859756,SAMN03859757,121,5,False,0.46579804560260585
NRS148,NRS152,SAMN03859756,SAMN03859758,121,8,False,0.4547402249598286
NRS148,NRS157,SAMN03859756,SAMN03859759,121,22,False,0.43782518210197713
NRS148,NRS161,SAMN03859756,SAMN03859760,121,22,False,0.431496062992126
NRS148,NRS162,SAMN03859756,SAMN03859761,121,30,False,0.4469038208168643
NRS148,NRS164,SAMN03859756,SAMN03859762,121,15,False,0.4533762057877814
NRS148,NRS167,SAMN03859756,SAMN03859763,121,22,False,0.4391338790599419
NRS148,NRS169,SAMN03859756,SAMN03859765,121,45,False,0.40892579138557344
NRS148,NRS170,SAMN03859756,SAMN03859766,121,10,False,0.48186946011281223
NRS148,NRS172,SAMN03859756,SAMN03859767,121,8,False,0.45023696682464454
NRS148,NRS175,SAMN03859756,SAMN03859769,121,72,False,0.46987951807228917
NRS148,NRS177,SAMN03859756,SAMN03859770,121,30,False,0.4516978152145301
NRS148,NRS183,SAMN03859756,SAMN03859774,121,15,False,0.44568690095846647
NRS148,NRS185,SAMN03859756,SAMN03859775,121,121,True,0.6021034180543383
NRS148,NRS187,SAMN03859756,SAMN03859776,121,25,False,0.4593353147797892
NRS148,NRS188,SAMN03859756,SAMN03859777,121,5,False,0.4611413043478261
NRS148,NRS189,SAMN03859756,SAMN03859778,121,30,False,0.4438883034773446
NRS148,NRS198,SAMN03859756,SAMN03859783,121,8,False,0.46837146702557203
NRS148,NRS199,SAMN03859756,SAMN03859784,121,121,True,0.5902341519131925
NRS148,NRS201,SAMN03859756,SAMN03859785,121,8,False,0.4582664526484751
NRS148,NRS202,SAMN03859756,SAMN03859786,121,8,False,0.46222926571579503
NRS148,NRS203,SAMN03859756,SAMN03859787,121,30,False,0.44587155963302755
NRS148,NRS205,SAMN03859756,SAMN03859789,121,121,True,0.9774545454545455
NRS148,NRS207,SAMN03859756,SAMN03859790,121,30,False,0.4548344370860927
NRS148,NRS210,SAMN03859756,SAMN03859792,121,30,False,0.4449480138629699
